src,true_meaning,literal_translation,mt_1,mt_2,mt_3,QE_mt_1,QE_mt_2,QE_mt_3,QE_true,QE_literal,QE_dataset_mt,DA_mt_1,DA_mt_2,DA_mt_3,DA_true,DA_literal,mt_best,QE_mt_best,mt_best_from,mt_best_DA_from,DA_mt_best,literal_gt_ref
हवा लगना,to be influenced by others,to catch/get the wind,Breathing,Wind blowing,The wind blows,-0.6611232161521912,0.19351482391357422,0.23346289992332458,-0.6510353684425354,-0.4391261041164398,,0.3545706272125244,0.32377123832702637,0.41678979992866516,0.9718652367591858,0.4359978139400482,The wind blows,0.23346289992332458,mt_3,mt_3,0.41678979992866516,True
हवा देना,to encourage or instigate something,to give air,To breathe,To breathe,To breathe,-0.492626816034317,-0.492626816034317,-0.492626816034317,-0.44171062111854553,-0.49679455161094666,,0.4372463524341583,0.4372463524341583,0.4372463524341583,0.979040801525116,0.4623173177242279,To breathe,-0.492626816034317,mt_1,mt_1,0.4372463524341583,False
हवा बदलना,to change situation or environment,to change the air,Change the air,To change the air/weather/say something else,To change the air/smoke/fumes,0.4631851017475128,-0.319291353225708,-0.08434934914112091,-0.23388931155204773,0.04236853867769241,,0.6667982935905457,0.6685964465141296,0.5415793061256409,0.9845053553581238,0.7411674857139587,Change the air,0.4631851017475128,mt_1,mt_2,0.6685964465141296,True
हवा चखना,to get a taste of something new (usually trouble),to taste the air,To breathe/inhale,To breathe/inhale,To breathe/inhale,-0.2641962468624115,-0.2641962468624115,-0.2641962468624115,-0.6005694270133972,-0.041767459362745285,,0.46215516328811646,0.46215516328811646,0.46215516328811646,0.9577012062072754,0.5655183792114258,To breathe/inhale,-0.2641962468624115,mt_1,mt_1,0.46215516328811646,True
हवा बंद होना,to lose confidence completely,for the air to stop,The air being shut out/locked out,The air being shut out or closed off,Air getting shut out/airlock,0.12541383504867554,0.24769888818264008,-0.20550522208213806,-0.3241686522960663,-0.17354238033294678,,0.46539685130119324,0.48402419686317444,0.4535593092441559,0.981206476688385,0.5309309959411621,The air being shut out or closed off,0.24769888818264008,mt_2,mt_2,0.48402419686317444,True
आँख में धूल झोंकना,to deceive or fool someone,to throw dust into the eye,Glittering one's eyes,Glittering eyes,Glittering one's eyes,-0.5872721672058105,0.016205180436372757,-0.5872721672058105,-0.4441104829311371,-0.12681932747364044,,0.3545035123825073,0.40566882491111755,0.3545035123825073,0.9749459624290466,0.47471120953559875,Glittering eyes,0.016205180436372757,mt_2,mt_2,0.40566882491111755,True
आँखें फटी की फटी रह जाना,to be shocked or amazed,for the eyes to remain torn-open,To open one's eyes wide,To open one's eyes wide,"To be peered at, stared at endlessly",-0.21679796278476715,-0.21679796278476715,-0.7077783942222595,-0.7174983620643616,-0.33607977628707886,,0.4060142934322357,0.4060142934322357,0.4469282031059265,0.9702027440071106,0.4240380525588989,To open one's eyes wide,-0.21679796278476715,mt_1,mt_3,0.4469282031059265,True
आँखों में धूल झोंकना,to cheat someone cleverly,to throw dust into the eyes,Glittering one's eyes,Glittering one's eyes,Glittering one's eyes,-0.5444523692131042,-0.5444523692131042,-0.5444523692131042,-0.5878859162330627,0.06819711625576019,,0.3974643647670746,0.3974643647670746,0.3974643647670746,0.9620504975318909,0.4559449851512909,Glittering one's eyes,-0.5444523692131042,mt_1,mt_1,0.3974643647670746,True
आँखों में बस जाना,to win someone’s heart,to come to reside in the eyes,To settle in one's eyes,To settle in one's eyes,To settle in one's eyes,-0.2872866094112396,-0.2872866094112396,-0.2872866094112396,-0.1986299753189087,-0.5591111183166504,,0.5412011742591858,0.5412011742591858,0.5412011742591858,0.9724289774894714,0.4885576665401459,To settle in one's eyes,-0.2872866094112396,mt_1,mt_1,0.5412011742591858,False
आँखों से ओझल होना,to disappear from sight,to be hidden from the eyes,Having ears protrude from the eyes,Having eyesight loss,Having ears pop,-0.25194257497787476,-0.22608709335327148,-0.6535866260528564,-0.3427996337413788,-0.44677478075027466,,0.43756213784217834,0.494456022977829,0.3070482015609741,0.988024115562439,0.6703609824180603,Having eyesight loss,-0.22608709335327148,mt_2,mt_2,0.494456022977829,False
आँख दिखाना,to threaten or scold harshly,to show the eye,To show one's eyes/To look/glance,To show one's eyes/To look/To expose one's eyes,To show one's face/tone,-0.7071964144706726,-0.3454571068286896,-0.5169079303741455,-0.6475582718849182,-0.4215267598628998,,0.38606569170951843,0.3860195577144623,0.41472145915031433,0.9549835324287415,0.37806805968284607,To show one's eyes/To look/To expose one's eyes,-0.3454571068286896,mt_2,mt_3,0.41472145915031433,True
आँख तरेरना,to glare angrily,to glare with the eyes,Eyes burning,Eyes reddening,Eyes burning,0.08418181538581848,-0.28874415159225464,0.08418181538581848,-0.48396965861320496,-0.40694013237953186,,0.5528108477592468,0.44798868894577026,0.5528108477592468,0.9777964949607849,0.731947660446167,Eyes burning,0.08418181538581848,mt_1,mt_1,0.5528108477592468,True
आँखें फाड़ना,to stare in surprise,to rip/tear the eyes open (goggle),Opening the eyes,To open the eyes,Opening the eyes,0.1648259162902832,-0.07612702250480652,0.1648259162902832,-0.5294625759124756,-0.39779725670814514,,0.5244534611701965,0.5794323682785034,0.5244534611701965,0.9786729216575623,0.40512654185295105,Opening the eyes,0.1648259162902832,mt_1,mt_2,0.5794323682785034,True
आँखें मूँदना,to ignore intentionally,to shut/close the eyes,Closing the eyes,Closing the eyes,Closing one's eyes,0.5478886961936951,0.5478886961936951,0.42918625473976135,-0.46007058024406433,0.04909501597285271,,0.5691221952438354,0.5691221952438354,0.5204696655273438,0.9777332544326782,0.5156431794166565,Closing the eyes,0.5478886961936951,mt_1,mt_1,0.5691221952438354,True
आँखों में आँसू आना,to become emotional or sad,for tears to come into the eyes,Feeling tears in your eyes,Feeling tears in your eyes,Feeling tears in your eyes,0.27708670496940613,0.27708670496940613,0.27708670496940613,-0.26536694169044495,0.3722909390926361,,0.5181697607040405,0.5181697607040405,0.5181697607040405,0.9818775057792664,0.5550905466079712,Feeling tears in your eyes,0.27708670496940613,mt_1,mt_1,0.5181697607040405,True
दिल लगाना,to fall in love,to attach the heart,To give one's heart,To give one's heart (or feelings),To give heart/to feel/express one's emotions,-0.6411953568458557,-0.5832043886184692,-0.2774430513381958,-0.31382325291633606,-0.5669444799423218,,0.4689854085445404,0.4391058385372162,0.4746788740158081,0.9867876768112183,0.5443457961082458,To give heart/to feel/express one's emotions,-0.2774430513381958,mt_3,mt_3,0.4746788740158081,False
दिल तोड़ना,to break someone's heart,to break the heart,To open up one's heart,To open up one's heart,To open up/to let go,-0.3221451938152313,-0.3221451938152313,-0.5222597122192383,-0.07918527722358704,-0.3653574585914612,,0.5942488312721252,0.5942488312721252,0.42166078090667725,0.9721484780311584,0.7883121967315674,To open up one's heart,-0.3221451938152313,mt_1,mt_1,0.5942488312721252,False
दिल जीतना,to win someone's affection,to win the heart,To win the heart,To win the heart,To win the heart,0.2094162106513977,0.2094162106513977,0.2094162106513977,-0.10234294831752777,0.043429214507341385,,0.7314731478691101,0.7314731478691101,0.7314731478691101,0.9814466238021851,0.7371501922607422,To win the heart,0.2094162106513977,mt_1,mt_1,0.7314731478691101,True
दिल पर लेना,to take something personally,to take to the heart,Feeling,Feeling it/emotionally touching/heartwarming,Feelings/emotions to carry,-0.8342236280441284,-0.6588014960289001,-0.7543914914131165,-0.5241371989250183,-0.5034617185592651,,0.35898488759994507,0.4266594350337982,0.4806598126888275,0.9840396642684937,0.615557849407196,Feeling it/emotionally touching/heartwarming,-0.6588014960289001,mt_2,mt_3,0.4806598126888275,True
दिल लगाकर काम करना,to work wholeheartedly,to work with the heart attached,Working with one's heart,Working with one's heart,To work with one's heart,0.1891779601573944,0.1891779601573944,0.23427173495292664,0.1311555802822113,0.176511749625206,,0.6320467591285706,0.6320467591285706,0.6740679740905762,0.9845513105392456,0.7355968356132507,To work with one's heart,0.23427173495292664,mt_3,mt_3,0.6740679740905762,True
दिल में बात रखना,to hide one’s feelings,to keep the matter in the heart,Talking about things in one's heart,Talk heart-to-heart,Speak from the heart,-0.10775865614414215,-0.016270551830530167,0.2518135607242584,-0.3132071793079376,0.0616779588162899,,0.6198768019676208,0.41423678398132324,0.5708333253860474,0.9702655076980591,0.5708510875701904,Speak from the heart,0.2518135607242584,mt_3,mt_1,0.6198768019676208,True
दिल पर पत्थर रखना,to act bravely despite pain,to place a stone on the heart,To imprint one's heart,To engrave a stone on one's heart,Inscribing a stone on one's heart,-0.44712182879447937,-0.1621994525194168,-0.08516839146614075,0.07762625813484192,-0.28493180871009827,,0.4646359980106354,0.4641833007335663,0.45435553789138794,0.9706451296806335,0.48243990540504456,Inscribing a stone on one's heart,-0.08516839146614075,mt_3,mt_1,0.4646359980106354,False
दिल जलना,to feel jealous or envious,for the heart to burn,The heart burns,Heart burning,"The English translation of ""दिल जलना"" is ""feeling warm"" or more naturally ""feeling passionate"" in context, though it can be interpreted as ""the heart feels heat/ warmth."" Given the emotional intensity often conveyed by such expressions in Hindi, ""feeling warm"" captures the general sentiment well.",0.3632851541042328,-0.020078789442777634,-0.3873327672481537,-0.3178010880947113,-0.5901115536689758,,0.37790748476982117,0.3098791837692261,0.37463098764419556,0.9806880950927734,0.32292410731315613,The heart burns,0.3632851541042328,mt_1,mt_1,0.37790748476982117,False
दिल बहलाना,to distract from sadness,to amuse/console the heart,To soothe the heart,To soothe the heart,To soothe the heart,-0.04250326380133629,-0.04250326380133629,-0.04250326380133629,-0.34944239258766174,-0.29312923550605774,,0.6250061392784119,0.6250061392784119,0.6250061392784119,0.9739158749580383,0.6080746054649353,To soothe the heart,-0.04250326380133629,mt_1,mt_1,0.6250061392784119,True
दिल धड़कना,to feel nervous or excited,for the heart to beat,The heart beats fiercely,The heart beats fiercely,The heart beats wildly,0.31723856925964355,0.31723856925964355,0.26166146993637085,-0.7302937507629395,-0.4210004210472107,,0.5294650793075562,0.5294650793075562,0.5230400562286377,0.978997528553009,0.44522759318351746,The heart beats fiercely,0.31723856925964355,mt_1,mt_1,0.5294650793075562,True
दिल खोलकर देना,to be generous,to give with the heart open,Expressing one's heart through words,Expressing through tears,"To give heartlessly

This translation aims to capture the sense of giving something without care or consideration, which is what ""दिल खोलकर देना"" suggests in Hindi.",0.11855556070804596,-0.47901272773742676,-0.1123339980840683,-0.3879871368408203,0.10948529839515686,,0.5644819736480713,0.4724103808403015,0.5343750715255737,0.9822649359703064,0.6857485175132751,Expressing one's heart through words,0.11855556070804596,mt_1,mt_1,0.5644819736480713,True
दिल में चोर होना,to have guilt or bad intentions,for there to be a thief in the heart,Feeling like a thief in one's heart,Feeling like a thief in one's heart,Feeling like a thief in one's heart,-0.4043448567390442,-0.4043448567390442,-0.4043447971343994,-0.4232906103134155,-0.5178555846214294,,0.41501566767692566,0.41501566767692566,0.4150155484676361,0.9710067510604858,0.5045264959335327,Feeling like a thief in one's heart,-0.4043447971343994,mt_3,mt_1,0.41501566767692566,False
दिल में बसना,to be deeply loved or remembered,to dwell in the heart,To settle in one's heart,To settle in one's heart,Stay in one's heart,-0.2667231857776642,-0.2667231857776642,-0.3060448169708252,-0.3070656359195709,-0.4175567626953125,,0.5373703241348267,0.5373703241348267,0.4792662262916565,0.974154531955719,0.47277018427848816,To settle in one's heart,-0.2667231857776642,mt_1,mt_1,0.5373703241348267,False
दिल का हाल बताना,to express inner feelings,to tell the condition of the heart,"To convey the sentiment or state of one's heart in English, you could say:

""Tell me about your heart""

This translation captures the essence of expressing the current emotional state or condition of someone's feelings, which is what ""दिल का हाल बताना"" (Tell me about your heart) implies in Hindi.","To convey the sentiment and tone of the Hindi phrase, here's a natural English translation:

""To say how my heart is""

This captures the essence of expressing the state or condition of one's innermost feelings or emotions.","To convey the sentiment and meaning of the Hindi phrase ""दिल का हाल बताना"" in natural English, we might translate it as:

""To tell the state of one's heart""

This translation captures the intimate and emotional essence of the original phrase, suggesting an expression of one's feelings or inner state.",-0.0526554100215435,-0.20205441117286682,-0.07612012326717377,-0.15749576687812805,-0.5753375887870789,,0.6435017585754395,0.6580113768577576,0.6447069048881531,0.9759289026260376,0.5149874687194824,"To convey the sentiment or state of one's heart in English, you could say:

""Tell me about your heart""

This translation captures the essence of expressing the current emotional state or condition of someone's feelings, which is what ""दिल का हाल बताना"" (Tell me about your heart) implies in Hindi.",-0.0526554100215435,mt_1,mt_2,0.6580113768577576,False
