src,explanation_used,literal_used,final_translation,QE_final,QE_literal,QE_explanation,DA_final,DA_literal,DA_explanation,QE_final_gt_literal,DA_final_gt_literal
人微言轻,The words of the lowly carry little (or no) weight,People speak lightly,A nobody's opinion carries no weight.,-1.1799875497817993,-0.44310444593429565,-0.7467021346092224,0.5006158947944641,0.42062506079673767,0.9525623917579651,0.0,1.0
飞蛾投火,A seeking one's own doom,Moth to fire,Like a moth to a flame.,-0.8126268982887268,-1.0004236698150635,-1.0674489736557007,0.4281851053237915,0.3608618676662445,0.9479317665100098,1.0,1.0
人云亦云,Parrot,Echo what others say,to parrot what others say,-0.9402856230735779,-0.6106510162353516,-1.217650055885315,0.5007651448249817,0.49321332573890686,0.9796493053436279,0.0,1.0
一国三公,Divided leadership,"One country, three princes",A country divided among three leaders.,-0.40726909041404724,-0.18157413601875305,-0.682475745677948,0.6473916172981262,0.5407439470291138,0.9864225387573242,0.0,1.0
一刻千金,Every moment is precious,A moment of gold,Every moment is precious.,0.07601632177829742,-0.556585431098938,0.16849595308303833,0.9672532081604004,0.6263547539710999,0.9812514781951904,1.0,1.0
食而不化,Eat without digesting - read without understanding,Eat without melting,to read without understanding,-0.8025656342506409,-0.8832358717918396,-0.2470395863056183,0.6156480312347412,0.4788006842136383,0.9434234499931335,1.0,1.0
罪责难逃,Cannot get away with it,Guilt is inevitable,You can't get away with it.,-0.6639736294746399,-0.47886160016059875,-0.5834499597549438,0.8448378443717957,0.49897149205207825,0.9798277616500854,0.0,1.0
罪该万死,Hideous crime deserving the harshest punishment,Sin deserves death,Deserves the harshest punishment.,-0.4432455003261566,-0.04461630433797836,-0.2751765251159668,0.8662343621253967,0.7181169986724854,0.969465434551239,0.0,1.0
不耻下问,Not above asking questions,Don't be ashamed to ask,Never be too proud to ask.,-0.4059363603591919,-0.19496512413024902,-0.5324158072471619,0.48708754777908325,0.5066065192222595,0.9750909805297852,0.0,0.0
饥寒交迫,Live in hunger and cold,Suffer hunger and cold,suffer from hunger and cold.,0.1286950707435608,-0.09244051575660706,0.31341123580932617,0.8576552867889404,0.8688103556632996,0.9812212586402893,1.0,0.0
不无小补,Be of some help,No small supplement,It helps a little.,-0.843609631061554,-0.7240580916404724,-0.8743876814842224,0.6238101720809937,0.4506305754184723,0.9815990328788757,0.0,1.0
不务空名,Not seek empty fame,No empty name,Not one to chase empty glory.,-0.5509781241416931,-0.48794862627983093,-0.35884711146354675,0.7438647150993347,0.5442951321601868,0.9768718481063843,0.0,1.0
一棍子打死,Finish off with a single blow,Kill with a stick,write off in one fell swoop,-0.9753463268280029,-0.5535059571266174,-0.9370419383049011,0.4360482394695282,0.5428882837295532,0.9627140164375305,0.0,0.0
置之脑后,Put out of mind,Leave it behind,Put it out of your mind.,-0.4386942982673645,-0.4292633831501007,-0.6455004811286926,0.8775314688682556,0.6630833745002747,0.9803565740585327,0.0,1.0
世上无难事，只怕有心人,"Where there is a will, there is a way",Nothing is unachievable,"Where there's a will, there's a way.",-0.48543915152549744,-0.12553730607032776,-0.4426710605621338,0.8953124284744263,0.5687066912651062,0.9590944051742554,0.0,1.0
置身事外,Stay (keep or remain) aloof from the affair,Stay out of the way,Stay out of it.,-0.8108126521110535,-0.6097013354301453,-0.729803740978241,0.5909860134124756,0.5303763747215271,0.9610663652420044,0.0,1.0
不识大体,Fail to see the larger issues,Ignore the general interest,Fail to see the big picture.,-0.30002912878990173,-0.49274536967277527,-0.10100805759429932,0.8595984578132629,0.7049428820610046,0.9770519733428955,1.0,1.0
饭来张口，衣来伸手,Be waited on hand and foot,"Open your mouth with food, stretch out your hand with clothes",Waited on hand and foot.,-1.3952943086624146,-1.0024054050445557,-1.4068301916122437,0.7720089554786682,0.4533657431602478,0.946138858795166,0.0,1.0
饮鸩止渴,A remedy worse than what it is supposed to cure,Drink poison to quench thirst,A cure worse than the disease.,-0.4971456229686737,-0.5075384378433228,-0.6122114062309265,0.7216612696647644,0.3961963951587677,0.9575020670890808,1.0,1.0
一孔之见,"A narrow (limited, partial or peep-hole) view",A hole in sight,a limited perspective,-0.6173966526985168,-1.0208220481872559,-0.940700352191925,0.6341478228569031,0.46052977442741394,0.9602072238922119,1.0,1.0
群龙无首,A group without a leader,Dragons without a leader,No one in charge.,-1.2583539485931396,-0.5915844440460205,-0.504435122013092,0.46995267271995544,0.6918569803237915,0.9709488749504089,0.0,0.0
饮恨而终,Die with a grievance in one's heart,End with hatred,die harboring resentment,-1.069144606590271,-0.5265282988548279,-0.4127559959888458,0.4060748219490051,0.4978325068950653,0.9435025453567505,0.0,0.0
一呼百应,An appeal meets with immediate response,A hundred calls,One call and everyone responds.,-0.7841445803642273,-1.047473430633545,-0.7836140990257263,0.6923773288726807,0.5040721297264099,0.9794813990592957,1.0,1.0
上不着天，下不着地,Be suspended in mid-air,"Can't go up to the sky, can't go down to the ground",Stuck in limbo.,-1.0012233257293701,-0.52864009141922,-1.2092503309249878,0.5225590467453003,0.44340449571609497,0.958946168422699,0.0,1.0
井水不犯河水,"I'll mind my own business, you mind yours",Well water does not make river water,Let's each mind our own business.,-0.9937577843666077,-1.1498805284500122,-1.1052098274230957,0.6884863972663879,0.28172844648361206,0.9588980078697205,1.0,1.0
饱汉不知饿汉饥,The well-fed don't know how the starving suffer,A full man does not know a hungry man is hungry,The well-fed don't know what it's like to be hungry.,-1.0272760391235352,-1.3303436040878296,-0.8223482966423035,0.7726417183876038,0.4413096010684967,0.9499010443687439,1.0,1.0
一挥而就,Be done with one stroke of the pen,In a flash,Done in one fell swoop.,-0.4475739300251007,-0.8780644536018372,-0.7147977948188782,0.6226701736450195,0.5175876021385193,0.9636372923851013,1.0,1.0
美中不足,A blemish in an otherwise perfect thing,A fly in the ointment,A fly in the ointment.,-0.5898239016532898,-0.5818971395492554,-0.1585197150707245,0.4689429700374603,0.4824843108654022,0.9637858271598816,0.0,0.0
亡羊补牢,Mend the fold after a sheep is lost,Remedy for a dead sheep,Better late than never.,-0.44461962580680847,-0.7023226618766785,-0.8116864562034607,0.45442619919776917,0.5877891778945923,0.913944661617279,1.0,0.0
一见钟情,Fall in love (with one) at first sight,Love at first sight,Love at first sight,0.0006045438349246979,0.0006045438349246979,-0.3216129541397095,0.7596586346626282,0.7596586346626282,0.9786414504051208,0.0,0.0
不务正业,Not attend to one's proper business (or duties),Not doing business,neglect one's duties,-0.2617894113063812,-0.7764905095100403,-0.4324522614479065,0.7363680005073547,0.4932708144187927,0.9647173285484314,1.0,1.0
群起而攻之,Rally together to attack,Group to attack,They ganged up on him.,-0.938637375831604,-1.0571377277374268,-0.6746677756309509,0.6329357028007507,0.8015736937522888,0.9834601283073425,1.0,0.0
不知凡几,Can't tell how many there are,I don't know how many,There's no telling how many.,-0.5579325556755066,-0.7960713505744934,-0.5449140667915344,0.8247986435890198,0.8299971222877502,0.9714233875274658,1.0,0.0
不期而遇,Meet accidentally (or by chance),Meet by chance,run into someone,-0.7962988018989563,0.0026425961405038834,0.0022149551659822464,0.4974682629108429,0.8670644760131836,0.9796413779258728,0.0,0.0
一见如故,Become fast friends at the first meeting,See you soon,We hit it off right away.,-1.079567551612854,-0.7723897099494934,-0.3354257047176361,0.45137161016464233,0.5072604417800903,0.9697162508964539,0.0,0.0
饱食终日，无所用心,Eat one's fill and idle about all day long,Eating all day long,Eat your fill and laze around all day.,-0.7880992293357849,-0.7648000121116638,-0.8521897196769714,0.749068021774292,0.5373407602310181,0.9510526061058044,0.0,1.0
一举成名,Achieve instant fame,Rise to fame,Become famous overnight.,-0.184019535779953,-0.6058366894721985,-0.21195772290229797,0.8420654535293579,0.7033945918083191,0.9832460284233093,1.0,1.0
五湖四海,The five lakes and four seas,All over the world,From all corners of the globe.,-0.19550015032291412,-0.30244114995002747,-0.5569542646408081,0.3686811625957489,0.38805195689201355,0.9605790376663208,1.0,0.0
一举两得,Achieve two things at one stroke,Kill two birds with one stone,Kill two birds with one stone.,-0.5161052942276001,-0.4920750558376312,-0.15337035059928894,0.6018081903457642,0.5885648727416992,0.9725769758224487,0.0,1.0
饱以老拳,Hit one full in the face,Full of old fists,give someone a good beating,-0.8943747878074646,-0.8842524290084839,-0.992753803730011,0.5454939007759094,0.477804571390152,0.9516476392745972,0.0,1.0
习惯成自然,Habit (or custom) is a second nature,Habit is second nature,It becomes second nature.,0.09595847129821777,0.2701185643672943,0.32123813033103943,0.7977173328399658,0.8879114985466003,0.9821887612342834,0.0,0.0
五十步笑百步,The pot calling the kettle black,Fifty steps with a hundred steps,The pot calling the kettle black.,-1.4502768516540527,-0.7993362545967102,-1.4605094194412231,0.8631811738014221,0.3763400912284851,0.9260258078575134,0.0,1.0
不经一事，不长一智,Wisdom comes from experience,You can not gain knowledge without practice,You learn by doing.,-0.9685038328170776,-0.47864365577697754,-0.6955986022949219,0.6156856417655945,0.6681450009346008,0.9763858914375305,0.0,0.0
老马识途,(of experienced people) know the ropes,The old horse knows the way,Old hands know the ropes.,-0.3432002663612366,-0.32169052958488464,-0.7439160346984863,0.750685453414917,0.5661758184432983,0.9630834460258484,0.0,1.0
翻山越岭,Travel (or tramp) over hill and dale,Over the mountains,Travel over hill and dale.,-0.04672620818018913,-0.6734438538551331,-0.3827553689479828,0.8525195121765137,0.5261842608451843,0.9686262011528015,1.0,1.0
井底之蛙,A man of very limited experience,Frog in the well,someone with a very narrow view of the world,-0.4704095125198364,-0.3945172131061554,-0.6058115363121033,0.634584367275238,0.4427452087402344,0.9733112454414368,0.0,1.0
一气呵成,(of an essay) form a coherent whole,All in one go,Written in one sitting.,-0.5013543367385864,-0.42884787917137146,-0.9151660203933716,0.5124215483665466,0.4736098349094391,0.9517256617546082,0.0,1.0
首鼠两端,Shilly-shally,Both ends of the first mouse,sit on the fence,-0.9185224771499634,-0.9610479474067688,-1.2822129726409912,0.35668882727622986,0.3146725594997406,0.9685426354408264,1.0,1.0
养虎遗患,Appeasement brings disaster,The legacy of raising tigers,Feed the tiger and it'll come back to bite you.,-0.6974560618400574,-0.42404937744140625,-0.6220576167106628,0.41072794795036316,0.38942065834999084,0.9706340432167053,0.0,1.0
不知人间有羞耻事,Lose all sense of shame,I don't know there is shame in the world,They have no shame.,-0.6074966192245483,-0.6749638915061951,-0.4512404501438141,0.7969262599945068,0.5619246959686279,0.9707075357437134,1.0,1.0
不知所以,Not know the reason why,I don't know why,I don't know why.,0.2208377718925476,0.22584588825702667,0.09258002042770386,0.814147412776947,0.8253306746482849,0.9764519333839417,0.0,0.0
老骥伏枥，志在千里,Old people may still cherish high aspirations,"Old Ji Fuzheng, aspiring to a thousand miles",An old steed still aspires to run a thousand miles.,-0.7667302489280701,-0.6443350911140442,-0.44593629240989685,0.4521651566028595,0.44176924228668213,0.9698721766471863,0.0,1.0
一丘之貉,Jackals of the same lair,A raccoon dog,They're two of a kind.,-0.9390392899513245,-0.9970431923866272,-1.125311017036438,0.4545761048793793,0.43957576155662537,0.9488236904144287,1.0,1.0
他山攻错,Advice from others may help one overcome one's shortcomings,He attacked the wrong mountain,Use others' strengths to make up for your weaknesses.,-0.5007103085517883,-0.5997100472450256,-0.49881789088249207,0.6333803534507751,0.4355464279651642,0.9342479109764099,1.0,1.0
付之一炬,Set something on fire,Burn it down,Burn it down.,-0.5748054385185242,-0.47953078150749207,-0.21726183593273163,0.6735227108001709,0.7034450173377991,0.986900269985199,0.0,0.0
一穷二白,Backward both economically and culturally,One poor and two white,Poor and culturally backward,-0.8144846558570862,-0.8087256550788879,-0.8688512444496155,0.7871195673942566,0.4665927588939667,0.9683511257171631,0.0,1.0
马到成功,Gain an immediate victory,Horse to success,Win right away.,-0.46152088046073914,-0.4664613902568817,-0.21721021831035614,0.7517046332359314,0.4925917387008667,0.9678861498832703,1.0,1.0
耳食之谈,Accept readily without comprehending what is heard,Talking about ear food,take it at face value,-0.6363573670387268,-0.7411271333694458,-0.6270507574081421,0.5135277509689331,0.4190826117992401,0.9430279731750488,1.0,1.0
余勇可贾,Still having plenty of fight left in one,Yu Yongke Jia,He's still got plenty of fight left.,-0.8015125393867493,-0.779435932636261,-1.1574430465698242,0.7677235007286072,0.34066149592399597,0.9467377066612244,0.0,1.0
耳闻不如目见,Seeing for oneself is better than hearing from others,Hearing is worse than seeing,Seeing is believing.,-1.0847866535186768,-0.5529540181159973,-0.611966609954834,0.46802228689193726,0.5963241457939148,0.9521908164024353,0.0,0.0
不知所云,Unintelligible,I don't know,I can't make heads or tails of it.,-1.0105133056640625,-0.8062617182731628,-0.6052913665771484,0.24445655941963196,0.47098463773727417,0.9851287603378296,0.0,0.0
马革裹尸,Die on the battle field,Die on the battlefield,die on the battlefield,-0.2298341989517212,-0.2785681486129761,-0.24505069851875305,0.9424504637718201,0.9513799548149109,0.9753227829933167,1.0,0.0
一蟹不如一蟹,From bad to worse,A crab is worse than a crab,going from bad to worse,-0.9169894456863403,-1.004517912864685,-0.8618807196617126,0.893314778804779,0.41688069701194763,0.9693385362625122,1.0,1.0
聊胜于无,Half a loaf is better than no bread,Better than nothing,Better than nothing.,-0.3176971971988678,-0.36430463194847107,-0.5813999772071838,0.6299641132354736,0.6124268174171448,0.9593169093132019,1.0,1.0
